"Time","Position","Speed","Control_Input","Desired_Position"
8.74,0.96180175287593,0.0077128272963911,45.8154107549051,1
8.75,0.961877567669929,0.00745028710675294,45.8456660264069,1
8.76,0.961950776894077,0.00719171219296681,45.8760163709027,1
8.77,0.962021420210852,0.00693710446456854,45.9064548361438,1
8.78,0.962089537297355,0.00668646493685869,45.9369745364068,1
8.79,0.962155167836419,0.00643979374201645,45.9675686531819,1
8.8,0.962218351507837,0.00619709014026855,45.998230435838,1
8.81,0.962279127979695,0.00595835253111018,46.0289532022678,1
8.82,0.962337536899824,0.00572357846457426,46.0597303395021,1
8.83,0.962393617887361,0.00549276465254706,46.090555304313,1
8.84,0.962447410524426,0.00526590698012516,46.1214216237765,1
8.85,0.962498954347906,0.00504300051701316,46.1523228958336,1
8.86,0.962548288841364,0.00482403952895669,46.1832527898083,1
8.87,0.962595453427054,0.00460901748920933,46.2142050469154,1
8.88,0.962640487458054,0.00439792709003011,46.2451734807451,1
8.89,0.962683430210513,0.00419076025420798,46.2761519777184,1
8.9,0.962724320876016,0.0039875081466112,46.3071344975269,1
8.91,0.962763198554061,0.00378816118575839,46.3381150735497,1
8.92,0.962800102244653,0.00359270905540848,46.3690878132476,1
8.93,0.962835070841016,0.00340114071616636,46.4000468985329,1
8.94,0.962868143122421,0.00321344441710208,46.4309865861238,1
8.95,0.962899357747122,0.0030296077073806,46.4619012078757,1
8.96,0.962928753245425,0.0028496174478992,46.4927851710887,1
8.97,0.962956368012855,0.00267345982292973,46.523632958795,1
8.98,0.962982240303453,0.00250112035176358,46.5544391300291,1
8.99,0.963006408223182,0.0023325839003568,46.5851983200794,1
9,0.963028909723454,0.00216783469297159,46.6159052407074,1
9.01,0.963049782594769,0.00200685632381335,46.6465546803644,1
9.02,0.963069064460474,0.00184963176865927,46.6771415043732,1
9.03,0.963086792770637,0.00169614339647693,46.7076606551012,1
9.04,0.963103004796035,0.0015463729810302,46.7381071521089,1
9.05,0.963117737622262,0.0014003017124694,46.7684760922764,1
9.06,0.963131028143952,0.0012579102089048,46.7987626499235,1
9.07,0.963142913059112,0.00111917852795925,46.8289620768927,1
9.08,0.963153428863577,0.000984086178299309,46.8590697026318,1
9.09,0.963162611845582,0.000852612131141511,46.8890809342461,1
9.1,0.963170498080437,0.000724734831731682,46.9189912565353,1
9.11,0.963177123425331,0.000600432210795985,46.9487962320207,1
9.12,0.963182523514241,0.0004796816959599,46.9784915009393,1
9.13,0.963186733752959,0.000362460223134678,47.0080727812368,1
9.14,0.963189789314232,0.000248744247868208,47.0375358685349,1
9.15,0.963191725133013,0.000138509756657952,47.0668766360776,1
9.16,0.963192575901829,3.17322782250089e-05,47.0960910346732,1
9.17,0.963192376066258,-7.16131052536202e-05,47.1251750926101,1
9.18,0.963191159820521,-0.000171551746956201,47.1541249155594,1
9.19,0.963188961103182,-0.000268109424273079,47.1829366864591,1
9.2,0.963185813592965,-0.000361312327710397,47.2116066653893,1
9.21,0.963181750704673,-0.000451187049843135,47.2401311894256,1
9.22,0.963176805585227,-0.000537760574319244,47.2685066724784,1
9.23,0.963171011109807,-0.000621060264916841,47.2967296051152,1
9.24,0.963164399878108,-0.000701113854655169,47.3247965543787,1
9.25,0.963157004210698,-0.000777949434962606,47.3527041635744,1
9.26,0.963148856145492,-0.000851595444902293,47.380449152056,1
9.27,0.963139987434326,-0.000922080660457728,47.4080283149884,1
9.28,0.963130429539642,-0.000989434183879086,47.4354385231069,1
9.29,0.963120213631279,-0.00105368543309279,47.462676722452,1
9.3,0.963109370583369,-0.00111486413117531,47.4897399340977,1
9.31,0.963097930971336,-0.00117300029589318,47.516625253861,1
9.32,0.963085925069004,-0.00122812422930991,47.5433298520073,1
9.33,0.963073382845803,-0.00128026650746225,47.5698509729324,1
9.34,0.963060333964082,-0.00132945797010643,47.5961859348403,1
9.35,0.963046807776522,-0.00137572971053622,47.6223321294039,1
9.36,0.963032833323652,-0.00141911306547415,47.6482870214139,1
9.37,0.963018439331465,-0.00145963960503648,47.6740481484236,1
9.38,0.963003654209133,-0.00149734112277448,47.6996131203681,1
9.39,0.962988506046822,-0.00153224962579228,47.7249796191839,1
9.4,0.962973022613606,-0.00156439732494295,47.7501453984112,1
9.41,0.962957231355479,-0.00159381662510327,47.7751082827935,1
9.42,0.962941159393463,-0.00162054011553004,47.7998661678501,1
9.43,0.962924833521808,-0.00164460056029697,47.8244170194569,1
9.44,0.962908280206298,-0.00166603088881453,47.8487588734068,1
9.45,0.962891525582639,-0.00168486418643376,47.8728898349586,1
9.46,0.96287459545495,-0.00170113368513429,47.896808078385,1
9.47,0.96285751529434,-0.00171487275429866,47.9205118464995,1
9.48,0.962840310237581,-0.00172611489157278,47.9439994501852,1
9.49,0.962823005085872,-0.00173489371381445,47.9672692679058,1
9.5,0.962805624303687,-0.00174124294812987,47.9903197452147,1
9.51,0.962788192017724,-0.00174519642300032,48.0131493942464,1
9.52,0.96277073201593,-0.0017467880594981,48.0357567932125,1
9.53,0.96275326774662,-0.00174605186259408,48.0581405858775,1
9.54,0.962735822317679,-0.00174302191255705,48.0802994810307,1
9.55,0.962718418495858,-0.0017377323564451,48.1022322519562,1
9.56,0.962701078706141,-0.00173021739969106,48.1239377358817,1
9.57,0.962683825031205,-0.00172051129778113,48.145414833436,1
9.58,0.962666679210964,-0.00170864834802838,48.1666625080889,1
9.59,0.962649662642187,-0.00169466288144152,48.1876797855865,1
9.6,0.962632796378203,-0.00167858925468944,48.2084657533811,1
9.61,0.962616101128686,-0.0016604618421622,48.2290195600526,1
9.62,0.962599597259513,-0.00164031502812871,48.249340414728,1
9.63,0.962583304792708,-0.00161818319899203,48.2694275864894,1
9.64,0.962567243406455,-0.00159410073564253,48.2892804037791,1
9.65,0.962551432435196,-0.0015681020059095,48.3088982537983,1
9.66,0.962535890869793,-0.00154022135711149,48.3282805819007,1
9.67,0.962520637357775,-0.00151049310870581,48.3474268909813,1
9.68,0.962505690203649,-0.00147895154503745,48.3663367408613,1
9.69,0.962491067369289,-0.00144563090818836,48.3850097476619,1
9.7,0.962476786474395,-0.0014105653909266,48.403445583182,1
9.71,0.962462864797019,-0.00137378912975602,48.4216439742673,1
9.72,0.96244931927416,-0.00133533619806685,48.4396047021746,1
9.73,0.962436166502433,-0.00129524059938731,48.4573276019329,1
9.74,0.962423422738801,-0.00125353626073656,48.4748125616997,1
9.75,0.962411103901367,-0.00121025702607876,48.4920595221184,1
9.76,0.962399225570245,-0.00116543664987923,48.5090684756633,1
9.77,0.962387802988479,-0.00111910879076181,48.5258394659917,1
9.78,0.962376851063039,-0.00107130700526855,48.5423725872836,1
9.79,0.962366384365868,-0.00102206474172106,48.5586679835854,1
9.8,0.962356417134996,-0.000971415334183933,48.5747258481478,1
9.81,0.962346963275714,-0.000919391996530525,48.5905464227581,1
9.82,0.962338036361802,-0.000866027816610266,48.6061299970798,1
9.83,0.962329649636821,-0.000811355750518504,48.6214769079789,1
9.84,0.962321816015455,-0.000755408616968453,48.6365875388532,1
9.85,0.962314548084917,-0.00069821909176475,48.6514623189629,1
9.86,0.9623078581064,-0.00063981970237927,48.666101722754,1
9.87,0.962301758016594,-0.000580242822628764,48.6805062691828,1
9.88,0.96229625942924,-0.00051952066745415,48.6946765210393,1
9.89,0.962291373636752,-0.000457685287801658,48.7086130842669,1
9.9,0.962287111611878,-0.000394768565605021,48.7223166072876,1
9.91,0.962283484009415,-0.000330802208869343,48.7357877803176,1
9.92,0.962280501167975,-0.000265817746855681,48.7490273346904,1
9.93,0.962278173111792,-0.000199846525367038,48.762036042171,1
9.94,0.962276509552583,-0.000132919702134406,48.7748147142793,1
9.95,0.96227551989145,-6.50682423036432e-05,48.7873642016048,1
9.96,0.962275213220828,3.67708597787353e-06,48.7996853931278,1
9.97,0.962275598326476,7.32857158743293e-05,48.8117792155337,1
9.98,0.962276683689513,0.000143727286075601,48.8236466325371,1
9.99,0.962278477488491,0.000214971644911868,48.8352886441976,1
10,0.962280987601516,0.000286988854369279,48.8467062862385,1
10.01,0.962284221608399,0.000359749194007394,48.8579006293697,1
10.02,0.962288186792855,0.000433223164778438,48.8688727786081,1
10.03,0.962292890144731,0.00050738149274892,48.8796238726002,1
10.04,0.96229833836228,0.000582195132723807,48.8901550829441,1
10.05,0.962304537854466,0.000657635271773938,48.9004676135149,1
10.06,0.962311494743298,0.000733673332667169,48.9105626997922,1
10.07,0.962319214866211,0.000810280977203377,48.9204416081857,1
10.08,0.962327703778468,0.0008874301094541,48.930105635365,1
10.09,0.962336966755598,0.000965092878907094,48.9395561075905,1
10.1,0.96234700879587,0.0010432416835166,48.9487943800468,1
10.11,0.962357834622787,0.00112184917265968,48.957821836179,1
10.12,0.96236944868762,0.00120088824999899,48.9666398870271,1
10.13,0.962381855171959,0.00128033207625278,48.9752499705674,1
10.14,0.962395057990301,0.00136015407187241,48.9836535510513,1
10.15,0.962409060792659,0.00144032791962883,48.9918521183571,1
10.16,0.962423866967198,0.00152082756710706,48.9998471873277,1
10.17,0.962439479642895,0.00160162722911057,49.0076402971252,1
10.18,0.962455901692222,0.00168270138997609,49.0152330105858,1
10.19,0.962473135733855,0.00176402480579853,49.0226269135697,1
10.2,0.962491184135398,0.00184557250656761,49.0298236143234,1
10.21,0.962510049016137,0.00192731979821651,49.0368247428409,1
10.22,0.962529732249806,0.00200924226458313,49.043631950228,1
10.23,0.962550235467376,0.00209131576928473,49.0502469080718,1
10.24,0.962571560059863,0.00217351645750656,49.0566713078108,1
10.25,0.962593707181151,0.00225582075770557,49.0629068601149,1
10.26,0.962616677750833,0.0023382053832288,49.068955294256,1
10.27,0.962640472457069,0.00242064733384893,49.0748183575016,1
10.28,0.962665091759454,0.00250312389721563,49.0804978144904,1
10.29,0.96269053589191,0.00258561265022569,49.0859954466344,1
10.3,0.962716804865576,0.00266809146031042,49.0913130515026,1
10.31,0.962743898471727,0.00275053848664288,49.0964524422277,1
10.32,0.962771816284696,0.0028329321812647,49.1014154469052,1
10.33,0.962800557664803,0.00291525129013369,49.1062039080023,1
10.34,0.962830121761303,0.00299747485409241,49.110819681766,1
10.35,0.962860507515341,0.00307958220975975,49.1152646376451,1
10.36,0.96289171366291,0.00316155299034479,49.1195406577053,1
10.37,0.962923738737821,0.00324336712638457,49.1236496360546,1
10.38,0.962956581074683,0.00332500484640688,49.1275934782773,1
10.39,0.962990238811882,0.00340644667751795,49.1313741008631,1
10.4,0.963024709894571,0.00348767344591642,49.1349934306472,1
10.41,0.963059992077664,0.00356866627733482,49.138453404258,1
10.42,0.963096082928832,0.00364940659740848,49.1417559675622,1
10.43,0.963132979831503,0.00372987613197291,49.1449030751158,1
10.44,0.963170679987868,0.00381005690729159,49.1478966896315,1
10.45,0.963209180421881,0.00388993125021329,49.1507387814336,1
10.46,0.963248477982271,0.00396948178826101,49.1534313279306,1
10.47,0.963288569345546,0.00404869144965311,49.1559763130913,1
10.48,0.963329451018998,0.00412754346325715,49.1583757269193,1
10.49,0.963371119343714,0.00420602135847769,49.1606315649418,1
10.5,0.963413570497574,0.00428410896507874,49.1627458276967,1
10.51,0.96345680049826,0.0043617904129417,49.1647205202285,1
10.52,0.963500805206249,0.00443905013175993,49.1665576515909,1
10.53,0.963545580327817,0.00451587285067022,49.1682592343479,1
10.54,0.963591121418023,0.00459224359782299,49.1698272840924,1
10.55,0.963637423883703,0.00466814769989097,49.1712638189558,1
10.56,0.96368448298645,0.0047435707815183,49.1725708591368,1
10.57,0.963732293845591,0.0048184987647101,49.1737504264253,1
10.58,0.963780851441155,0.00489291786816399,49.1748045437385,1
10.59,0.963830150616843,0.00496681460654435,49.1757352346625,1
10.6,0.963880186082975,0.00504017578969941,49.1765445229901,1
10.61,0.963930952419443,0.00511298852182369,49.1772344322817,1
10.62,0.963982444078649,0.00518524020056488,49.1778069854138,1
10.63,0.964034655388437,0.00525691851607734,49.1782642041454,1
10.64,0.964087580555007,0.00532801145002256,49.1786081086857,1
10.65,0.964141213665832,0.00539850727451749,49.1788407172673,1
10.66,0.96419554869255,0.00546839455103214,49.1789640457295,1
10.67,0.964250579493859,0.00553766212923629,49.1789801070988,1
10.68,0.964306299818387,0.00560629914579728,49.178890911184,1
10.69,0.96436270330756,0.00567429502312932,49.1786984641739,1
10.7,0.96441978349845,0.00574163946809516,49.1784047682404,1
10.71,0.964477533826614,0.00580832247066093,49.1780118211454,1
10.72,0.964535947628918,0.00587433430250538,49.1775216158593,1
10.73,0.964595018146347,0.0059396655155846,49.1769361401845,1
10.74,0.9646547385268,0.00600430694065186,49.1762573763749,1
10.75,0.964715101827871,0.00606824968573514,49.175487300777,1
10.76,0.964776101019615,0.00613148513457205,49.1746278834646,1
10.77,0.964837728987293,0.0061940049450034,49.1736810878849,1
10.78,0.96489997853411,0.00625580104732671,49.1726488705124,1
10.79,0.964962842383926,0.00631686564260936,49.1715331804995,1
10.8,0.965026313183959,0.00637719120096394,49.1703359593473,1
10.81,0.965090383507468,0.00643677045978519,49.1690591405699,1
10.82,0.965155045856409,0.00649559642195025,49.1677046493715,1
10.83,0.965220292664089,0.0065536623539826,49.1662744023249,1
10.84,0.965286116297791,0.0066109617841811,49.1647703070627,1
10.85,0.965352509061378,0.00666748850071418,49.163194261964,1
10.86,0.965419463197887,0.00672323654968138,49.1615481558626,1
10.87,0.965486970892096,0.00677820023314117,49.1598338677405,1
10.88,0.965555024273076,0.00683237410710789,49.1580532664479,1
10.89,0.965623615416715,0.00688575297951728,49.1562082104155,1
10.9,0.965692736348235,0.00693833190816218,49.1543005473786,1
10.91,0.965762379044671,0.0069901061985988,49.152332114105,1
10.92,0.965832535437345,0.0070410714020244,49.1503047361272,1
10.93,0.96590319741431,0.00709122331312802,49.1482202274881,1
10.94,0.965974356822772,0.00714055796791386,49.1460803904825,1
10.95,0.966046005471494,0.00718907164149895,49.1438870154101,1
10.96,0.966118135133174,0.00723676084588569,49.1416418803335,1
10.97,0.966190737546806,0.00728362232771024,49.1393467508429,1
10.98,0.966263804420013,0.00732965306596713,49.1370033798227,1
10.99,0.966337327431357,0.00737485026971145,49.1346135072289,1
11,0.966411298232632,0.00741921137573909,49.1321788598696,1
11.01,0.966485708451127,0.00746273404624574,49.1297011511891,1
11.02,0.96656054969187,0.00750541616646574,49.1271820810628,1
11.03,0.966635813539843,0.00754725584229165,49.1246233355962,1
11.04,0.966711491562182,0.00758825139787437,49.1220265869218,1
11.05,0.966787575310343,0.00762840137320619,49.119393493017,1
11.06,0.96686405632225,0.00766770452168589,49.1167256975114,1
11.07,0.966940926124416,0.00770615980766776,49.1140248295099,1
11.08,0.967018176234042,0.00774376640399487,49.111292503419,1
11.09,0.967095798161088,0.00778052368951746,49.1085303187771,1
11.1,0.96717378341032,0.00781643124659696,49.1057398600899,1
11.11,0.967252123483335,0.0078514888585967,49.1029226966749,1
11.12,0.967330809880555,0.00788569650735977,49.1000803825058,1
11.13,0.967409834103202,0.00791905437067503,49.0972144560682,1
11.14,0.967489187655245,0.00795156281973163,49.0943264402153,1
11.15,0.967568862045316,0.0079832224165629,49.0914178420305,1
11.16,0.967648848788614,0.0080140339114807,49.0884901526999,1
11.17,0.967729139408768,0.00804399824050012,49.085544847381,1
11.18,0.967809725439684,0.00807311652275611,49.0825833850856,1
11.19,0.967890598427363,0.00810139005791198,49.0796072085618,1
11.2,0.967971749931693,0.00812882032356082,49.0766177441823,1
11.21,0.968053171528215,0.00815540897262064,49.0736164018418,1
11.22,0.968134854809865,0.00818115783072336,49.0706045748516,1
11.23,0.968216791388683,0.00820606889359875,49.0675836398456,1
11.24,0.96829897289751,0.00823014432445427,49.0645549566929,1
11.25,0.968381390991638,0.0082533864513503,49.061519868405,1
11.26,0.968464037350457,0.00827579776457264,49.0584797010589,1
11.27,0.968546903679054,0.00829738091400226,49.0554357637196,1
11.28,0.968629981709805,0.00831813870648312,49.0523893483688,1
11.29,0.968713263203922,0.00833807410318856,49.0493417298381,1
11.3,0.968796739952992,0.00835719021698644,49.0462941657409,1
11.31,0.968880403780475,0.00837549030980513,49.0432478964262,1
11.32,0.968964246543182,0.00839297778999899,49.0402041449152,1
11.33,0.969048260132729,0.00840965620971496,49.0371641168547,1
11.34,0.96913243647696,0.00842552926226098,49.0341290004754,1
11.35,0.969216767541345,0.00844060077947665,49.0310999665534,1
11.36,0.969301245330353,0.00845487472910588,49.0280781683677,1
11.37,0.969385861888796,0.00846835521217359,49.0250647416778,1
11.38,0.969470609303152,0.00848104646036539,49.0220608046886,1
11.39,0.969555479702856,0.00849295283341217,49.0190674580348,1
11.4,0.969640465261569,0.00850407881647931,49.016085784759,1
11.41,0.969725558198418,0.00851442901756114,49.0131168502978,1
11.42,0.969810750779212,0.00852400816488129,49.0101617024716,1
11.43,0.969896035317629,0.00853282110429935,49.007221371478,1
11.44,0.969981404176386,0.00854087279672473,49.0042968698927,1
11.45,0.970066849768367,0.00854816831553731,49.0013891926662,1
11.46,0.970152364557745,0.00855471284401625,48.9984993171334,1
11.47,0.970237941061058,0.00856051167277712,48.995628203022,1
11.48,0.97032357184828,0.00856557019721762,48.9927767924658,1
11.49,0.970409249543846,0.00856989391497267,48.9899460100215,1
11.5,0.970494966827669,0.0085734884233789,48.9871367626888,1
11.51,0.970580716436122,0.00857635941694963,48.9843499399369,1
11.52,0.970666491162997,0.00857851268485991,48.9815864137284,1
11.53,0.970752283860438,0.008579954108443,48.9788470385563,1
11.54,0.970838087439853,0.00858068965869791,48.9761326514743,1
11.55,0.970923894872795,0.0085807253938088,48.9734440721369,1
11.56,0.971009699191823,0.00858006745667674,48.9707821028428,1
11.57,0.971095493491339,0.00857872207246356,48.9681475285747,1
11.58,0.971181270928393,0.00857669554614926,48.9655411170537,1
11.59,0.971267024723476,0.00857399426010249,48.9629636187885,1
11.6,0.971352748161275,0.00857062467166467,48.9604157671284,1
11.61,0.971438434591416,0.00856659331074821,48.9578982783226,1
11.62,0.971524077429174,0.00856190677744941,48.9554118515827,1
11.63,0.971609670156166,0.00855657173967572,48.9529571691422,1
11.64,0.971695206321015,0.00855059493078845,48.9505348963278,1
11.65,0.971780679539994,0.00854398314726085,48.9481456816271,1
11.66,0.971866083497645,0.00853674324635196,48.9457901567621,1
11.67,0.971951411947376,0.00852888214379641,48.943468936762,1
11.68,0.972036658712033,0.00852040681151079,48.9411826200446,1
11.69,0.972121817684452,0.00851132427531675,48.9389317884965,1
11.7,0.972206882827985,0.00850164161268068,48.9367170075521,1
11.71,0.972291848177007,0.0084913659504714,48.9345388262879,1
11.72,0.972376707837399,0.00848050446273464,48.9323977775026,1
11.73,0.972461455987005,0.00846906436848609,48.9302943778163,1
11.74,0.972546086876075,0.00845705292952179,48.9282291277555,1
11.75,0.972630594827682,0.00844447744824749,48.9262025118561,1
11.76,0.972714974238114,0.00843134526552609,48.9242149987563,1
11.77,0.97279921957725,0.00841766375854452,48.9222670413024,1
11.78,0.972883325388913,0.00840344033869908,48.9203590766461,1
11.79,0.972967286291199,0.00838868244950058,48.9184915263539,1
11.8,0.973051096976793,0.00837339756449855,48.9166647965103,1
11.81,0.973134752213253,0.00835759318522568,48.9148792778306,1
11.82,0.973218246843284,0.00834127683916173,48.9131353457687,1
11.83,0.973301575784986,0.00832445607771778,48.9114333606313,1
11.84,0.973384734032081,0.00830713847424101,48.9097736676947,1
11.85,0.973467716654128,0.00828933162203968,48.9081565973196,1
11.86,0.973550518796707,0.00827104313242886,48.9065824650693,1
11.87,0.973633135681593,0.00825228063279745,48.9050515718345,1
11.88,0.973715562606905,0.00823305176469528,48.9035642039472,1
11.89,0.973797794947242,0.00821336418194266,48.9021206333153,1
11.9,0.973879828153789,0.00819322554876011,48.900721117538,1
11.91,0.97396165775442,0.0081726435379203,48.8993659000395,1
11.92,0.974043279353771,0.0081516258289212,48.898055210194,1
11.93,0.974124688633294,0.00813018010618151,48.8967892634601,1
11.94,0.974205881351306,0.00810831405725722,48.895568261506,1
11.95,0.974286853343003,0.00808603537108075,48.8943923923476,1
11.96,0.97436760052047,0.00806335173622213,48.8932618304822,1
11.97,0.97444811887267,0.00804027083917193,48.8921767370196,1
11.98,0.974528404465409,0.00801680036264728,48.8911372598262,1
11.99,0.974608453441294,0.0079929479839194,48.8901435336551,1
12,0.974688262019671,0.00796872137316442,48.8891956802918,1
12.01,0.974767826496543,0.00794412819183621,48.8882938086901,1
12.02,0.974847143244477,0.00791917609106221,48.8874380151164,1
12.03,0.974926208712491,0.0078938727100617,48.8866283832889,1
12.04,0.975005019425929,0.00786822567458714,48.8858649845251,1
12.05,0.975083571986319,0.00784224259538812,48.8851478778821,1
12.06,0.975161863071211,0.00781593106669815,48.8844771103026,1
12.07,0.975239889434009,0.00778929866474464,48.8838527167634,1
12.08,0.975317647903784,0.00776235294628157,48.883274720418,1
12.09,0.975395135385068,0.00773510144714544,48.8827431327488,1
12.1,0.97547234885764,0.00770755168083401,48.8822579537115,1
12.11,0.975549285376296,0.0076797111371082,48.8818191718855,1
12.12,0.975625942070605,0.00765158728061701,48.8814267646231,1
12.13,0.975702316144649,0.00762318754954575,48.8810806982017,1
12.14,0.975778404876754,0.00759451935428685,48.8807809279692,1
12.15,0.975854205619204,0.00756559007613429,48.8805273985006,1
12.16,0.975929715797945,0.00753640706600113,48.88032004375,1
12.17,0.976004932912273,0.00750697764315953,48.8801587871961,1
12.18,0.976079854534513,0.00747730909400438,48.8800435420006,1
12.19,0.976154478309685,0.00744740867083998,48.879974211161,1
12.2,0.976228801955153,0.00741728359068937,48.8799506876598,1
12.21,0.976302823260272,0.00738694103412694,48.8799728546205,1
12.22,0.976376540086013,0.00735638814413391,48.8800405854607,1
12.23,0.976449950364585,0.00732563202497691,48.8801537440477,1
12.24,0.976523052099038,0.00729467974110924,48.8803121848499,1
12.25,0.976595843362865,0.00726353831609486,48.88051575309,1
12.26,0.976668322299584,0.00723221473155558,48.8807642849041,1
12.27,0.976740487122315,0.00720071592614073,48.8810576074923,1
12.28,0.976812336113343,0.00716904879451927,48.8813955392711,1
12.29,0.976883867623676,0.0071372201863951,48.8817778900345,1
12.3,0.976955080072591,0.00710523690554416,48.8822044610988,1
12.31,0.977025971947166,0.0070731057088749,48.882675045468,1
12.32,0.977096541801811,0.00704083330551015,48.8831894279757,1
12.33,0.977166788257783,0.00700842635589203,48.8837473854486,1
12.34,0.977236710002695,0.00697589147090878,48.8843486868548,1
12.35,0.97730630579002,0.00694323521104391,48.8849930934613,1
12.36,0.977375574438576,0.00691046408554712,48.8856803589828,1
12.37,0.977444514832016,0.00687758455162738,48.8864102297376,1
12.38,0.977513125918299,0.00684460301366758,48.8871824447977,1
12.39,0.977581406709162,0.00681152582246163,48.8879967361474,1
12.4,0.977649356279576,0.00677835927447232,48.8888528288271,1
12.41,0.977716973767203,0.006745109611111,48.8897504410874,1
12.42,0.977784258371841,0.00671178301803924,48.8906892845465,1
12.43,0.977851209354861,0.0066783856244907,48.8916690643292,1
12.44,0.977917826038641,0.0066449235026154,48.8926894792301,1
12.45,0.977984107805992,0.00661140266684403,48.8937502218523,1
12.46,0.978050054099579,0.00657782907327368,48.8948509787625,1
12.47,0.978115664421332,0.00654420861907432,48.8959914306386,1
12.48,0.978180938331856,0.00651054714191594,48.8971712524175,1
12.49,0.978245875449831,0.00647685041941604,48.8983901134411,1
12.5,0.978310475451412,0.00644312416860773,48.8996476776052,1
12.51,0.978374738069618,0.00640937404542812,48.9009436035057,1
12.52,0.978438663093719,0.00637560564422647,48.902277544581,1
12.53,0.978502250368619,0.00634182449729281,48.9036491492618,1
12.54,0.978565499794232,0.00630803607440573,48.9050580611079,1
12.55,0.978628411324855,0.00627424578240046,48.9065039189592,1
12.56,0.978690984968536,0.00624045896475612,48.9079863570732,1
12.57,0.978753220786441,0.00620668090120245,48.9095050052692,1
12.58,0.978815118892209,0.00617291680734552,48.9110594890664,1
12.59,0.978876679451316,0.00613917183431262,48.9126494298259,1
12.6,0.978937902680423,0.0061054510684163,48.9142744448918,1
12.61,0.978998788846731,0.00607175953083632,48.9159341477227,1
12.62,0.979059338267322,0.00603810217732124,48.9176281480391,1
12.63,0.97911955130851,0.00600448389790711,48.919356051948,1
12.64,0.979179428385178,0.00597090951665564,48.9211174620905,1
12.65,0.979238969960118,0.00593738379140931,48.9229119777664,1
12.66,0.979298176543369,0.00590391141356519,48.9247391950757,1
12.67,0.97935704869155,0.0058704970078656,48.9265987070432,1
12.68,0.979415587007195,0.00583714513220704,48.9284901037575,1
12.69,0.979473792138078,0.00580386027746595,48.9304129724979,1
12.7,0.979531664776549,0.00577064686734161,48.9323668978624,1
12.71,0.979589205658857,0.00573750925821631,48.9343514619002,1
12.72,0.979646415564479,0.00570445173903189,48.9363662442356,1
12.73,0.979703295315441,0.00567147853118335,48.9384108221986,1
12.74,0.979759845775647,0.0056385937884282,48.9404847709434,1
12.75,0.979816067850198,0.00560580159681259,48.9425876635789,1
12.76,0.979871962484718,0.00557310597461321,48.9447190712892,1
12.77,0.979927530664674,0.0055405108722948,48.9468785634526,1
12.78,0.979982773414698,0.00550802017248384,48.9490657077685,1
12.79,0.98003769179791,0.00547563768995728,48.9512800703729,1
12.8,0.980092286915238,0.00544336717164635,48.9535212159545,1
12.81,0.980146559904739,0.00541121229665592,48.9557887078775,1
12.82,0.980200511940922,0.00537917667629836,48.9580821082936,1
12.83,0.980254144234072,0.00534726385414213,48.9604009782579,1
12.84,0.980307458029571,0.0053154773060749,48.9627448778424,1
12.85,0.980360454607219,0.00528382044038082,48.9651133662482,1
12.86,0.980413135280564,0.00525229659783202,48.9675060019171,1
12.87,0.980465501396223,0.00522090905179381,48.9699223426406,1
12.88,0.980517554333211,0.00518966100834346,48.9723619456674,1
12.89,0.980569295502267,0.00515855560640284,48.9748243678142,1
12.9,0.980620726345186,0.00512759591788385,48.9773091655676,1
12.91,0.980671848334144,0.00509678494784744,48.9798158951937,1
12.92,0.980722662971037,0.00506612563467477,48.9823441128346,1
12.93,0.980773171786813,0.00503562085025186,48.9848933746184,1
12.94,0.980823376340803,0.00500527340016605,48.9874632367542,1
12.95,0.980873278220068,0.00497508602391482,48.9900532556324,1
12.96,0.980922879038731,0.00494506139512717,48.9926629879277,1
12.97,0.980972180437324,0.00491520212179631,48.9952919906914,1
12.98,0.981021184082134,0.00488551074652399,48.9979398214458,1
12.99,0.981069891664545,0.00485598974677669,49.0006060382835,1
13,0.981118304900393,0.00482664153515274,49.0032901999572,1
13.01,0.981166425529315,0.00479746845966048,49.005991865971,1
13.02,0.981214255314109,0.00476847280400745,49.008710596672,1
13.03,0.981261796040089,0.0047396567879001,49.0114459533396,1
13.04,0.981309049514446,0.00471102256735389,49.0141974982713,1
13.05,0.981356017565615,0.00468257223501354,49.0169647948687,1
13.06,0.981402702042643,0.00465430782048385,49.0197474077273,1
13.07,0.981449104814559,0.00462623129066956,49.0225449027132,1
13.08,0.981495227769747,0.00459834455012527,49.0253568470485,1
13.09,0.98154107281533,0.00457064944141505,49.0281828093949,1
13.1,0.981586641876545,0.00454314774548069,49.0310223599284,1
13.11,0.981631936896135,0.00451584118201948,49.0338750704206,1
13.12,0.981676959833733,0.00448873140987028,49.036740514312,1
13.13,0.981721712665259,0.004461820027409,49.0396182667937,1
13.14,0.981766197382316,0.00443510857295169,49.0425079048743,1
13.15,0.981810415991593,0.00440859852516663,49.045409007459,1
13.16,0.981854370514267,0.00438229130349365,49.0483211554149,1
13.17,0.981898062985417,0.00435618826857231,49.0512439316488,1
13.18,0.981941495453436,0.00433029072267663,49.0541769211665,1
13.19,0.981984669979449,0.00430459991015818,49.0571197111485,1
13.2,0.982027588636739,0.00427911701789584,49.0600718910104,1
13.21,0.98207025351017,0.00425384317575308,49.0630330524717,1
13.22,0.982112666695624,0.00422877945704158,49.0660027896141,1
